id_examinee;math;physics;chemistry;biology;history;geography;literature;civic_education;english;russian;french;chinese;german;japanese
18020768;7.20;6.75;7.75;7.25;;;4.50;;5.40;;;;;
18020769;7.20;;;;2.25;5.50;6.25;6.50;4.80;;;;;
18020770;5;;;;3.50;6;6.50;8.50;5.20;;;;;
18020771;5.40;;;;4.50;8;5.75;8.50;2;;;;;
18020772;4.20;;;;2.75;5.75;5.25;7.75;4;;;;;
18020773;5.40;;;;3.50;6;5.75;7;4.80;;;;;
18020774;5.60;;;;3.50;7;6.75;8.50;3.40;;;;;
18020775;6.20;;;;4.25;6;6.50;7;3.60;;;;;
18020776;5.20;;;;4.25;5.75;6.50;8;3.60;;;;;
18020777;4.80;;;;4;5.50;7.50;7.25;5;;;;;
18020778;6;;;;4.25;5;7.75;7;3.60;;;;;
18020779;7.60;;;;5;7.50;8.50;9.75;6.60;;;;;
18020780;6.20;;;;5.25;7.50;7.50;9.75;5;;;;;
18020781;7.60;;;;6;8;7;8.50;4.20;;;;;
18020782;7.60;6;7.25;5.25;;;5;;5;;;;;
18020783;7.20;;;;5;6.75;6.50;8.75;5.40;;;;;
18020784;5.40;;;;3.25;5.75;7.75;8.50;2.60;;;;;
18020785;7.20;;;;7.50;7.50;7.50;9.75;7.40;;;;;
18020786;8.20;6.75;4.50;5.75;;;6.75;;3.60;;;;;
18020787;7.80;;;;6.75;7;6.75;8.25;8.60;;;;;
18020788;6.60;;;;3.50;4.50;6.75;8;2;;;;;
18020789;4.40;;;;6.50;7;4.50;;;;;;;
18020790;6.80;;;;5.50;8.50;7.25;8.50;2.80;;;;;
18020791;7.80;;;;8.25;8.75;7.50;9.75;6.80;;;;;
18020792;7.20;3.25;4.25;4.50;;;7.25;;8;;;;;
18020793;6.80;5.75;4.75;3.75;;;6;;;;;;;
18020794;7;;;;3.25;6.50;6.25;7.50;4;;;;;
18020795;6.40;;;;5;6.75;5.75;9;4;;;;;
18020796;6.40;5.25;4.75;5.50;;;6.50;;8.40;;;;;
18020797;6.80;;;;5.50;7;8.50;8;7.60;;;;;
18020798;4.80;;;;4.50;5.50;7;8.50;4.60;;;;;
18020799;7;;;;7;8.25;6.50;9.50;4.60;;;;;
18020800;7.60;8;4.25;4.75;;;7;;8.20;;;;;
18020801;5.40;;;;3.50;5.75;5.75;7;5;;;;;
18020802;6;;;;3.75;6.75;8;8.25;4.60;;;;;
18020803;6;;;;4;6.50;7.50;7;3.60;;;;;
18020804;5.40;;;;2.75;6.25;7.50;7;4.60;;;;;
18020805;5.80;;;;4;3.75;7;8.50;4.80;;;;;
18020806;4.40;;;;2.75;6.25;7.25;7.50;5.40;;;;;
18020807;7;;;;5.50;8;8;8.25;5.60;;;;;
18020808;5.20;;;;7;8;6.25;;;;;;;
18020809;7;;;;6.50;7;7.25;9;3.40;;;;;
18020810;5.60;;;;3.50;5;6.25;6;1.80;;;;;
18020811;5.80;;;;3.75;5.75;6.50;7.75;4.60;;;;;
18020812;8.60;6.75;7.50;3.50;;;6.75;;4.40;;;;;
18020813;7.60;;;;5.75;7.75;6.50;9.25;3.20;;;;;
18020814;4.60;;;;3.75;5.75;7.25;9;2.60;;;;;
18020815;5.80;;;;4.75;6.25;6.25;;;;;;;
18020816;7.40;;;;2.25;6;7.50;8.25;4.20;;;;;
18020817;6.60;;;;3;6.75;6.75;6.25;2.40;;;;;
18020818;7.20;;;;4.75;7;5;8.25;4;;;;;
18020819;7.40;5.50;7.50;2.25;;;6.75;;3.20;;;;;
18020820;6.20;;;;7;6.75;6.75;8.25;3.60;;;;;
18020821;7.20;;;;4.75;7.75;5;8.75;4;;;;;
18020822;8.20;;;;5.75;6.75;6.50;8.75;6.60;;;;;
18020823;4.40;;;;4.25;6.75;5;7.25;2.20;;;;;
18020824;8;;;;7;8.50;5.75;9;7.60;;;;;
18020825;6.80;;;;6.25;8.25;6.75;8.75;3.20;;;;;
18020826;3.80;;;;3;5.25;6.25;7;3.40;;;;;
18020827;6.40;;;;4.50;6.75;6.75;8;2.60;;;;;
18020828;5.80;;;;5;7.75;7.75;8.50;4.60;;;;;
18020829;6;;;;4.25;7.50;5.25;;;;;;;
18020830;8.40;6.75;8;6.50;;;8.25;;6.80;;;;;
18020831;4.20;;;;6.25;7;5.50;;;;;;;
18020832;6.80;;;;4.75;6.25;5.25;8.75;2.40;;;;;
18020833;7.20;;;;6.25;8;8;9.75;9.20;;;;;
18020834;7;;;;3.75;7.50;7.25;7.25;3.20;;;;;
18020835;7.60;;;;6.50;7.50;8.75;9.25;6.20;;;;;
18020836;6.80;;;;6.50;7.25;8;9.25;6.60;;;;;
18020837;5.40;;;;3.50;7.75;8.75;9;4.40;;;;;
18020838;8.20;;;;7.50;8.50;8.25;9.75;9.20;;;;;
18020839;6.20;;;;5.50;7;7.50;7.50;3.80;;;;;
18020840;5;;;;4;7.50;6.50;;;;;;;
18020841;7.20;6.75;6.25;5.75;;;7.75;;4.40;;;;;
18020842;7.40;;;;5.75;6.75;7.50;8.50;6.60;;;;;
18020843;6.40;6;7.50;5.50;;;6.75;;2.20;;;;;
18020844;5.60;;;;2.75;6.50;5.50;6.75;3.40;;;;;
18020845;7.20;3.75;4.75;3.75;;;6;;2.80;;;;;
18020846;6.40;;;;3.50;5.50;4.25;;;;;;;
18020847;3.40;;;;2;6;5;;;;;;;
18020848;7;;;;5.75;7.75;4.25;8.75;5;;;;;
18020849;7.60;6.75;7.25;6.25;;;6;;7.80;;;;;
18020850;7.40;3.75;6.25;3.25;;;6;;5;;;;;
18020851;7.20;;;;3;7;7;7.50;2.60;;;;;
18020852;6;6.25;4.25;2.75;;;7;;3.80;;;;;
18020853;5.40;4.25;3.25;4.25;;;6;;4.20;;;;;
18020854;7.40;4.50;6;3.75;;;6.50;;3.60;;;;;
18020855;7.60;;;;8;7.75;7.75;9;4.60;;;;;
18020856;4;;;;3.50;4.75;5.50;6.75;4.20;;;;;
18020857;6;;;;4.50;8;7.50;8;7;;;;;
18020858;4.40;;;;3.50;6.50;6.75;9.25;4.20;;;;;
18020859;4;;;;3;6;7.25;8.50;4;;;;;
18020860;6.20;;;;5.75;7.50;7.25;9.25;5.20;;;;;
18020861;7.80;;;;5.50;8.50;7.50;10;5.40;;;;;
18020862;7.20;5.75;7.75;5.25;;;4;;4.40;;;;;
18020863;5.60;;;;3.75;5.50;4;7.75;2.80;;;;;
18020864;7.60;6.50;6.75;3;;;7;;4.20;;;;;
18020865;8.20;8.25;6.25;6;;;7;;9;;;;;
18020866;4.60;;;;4.75;6.25;6.50;8;4;;;;;
18020867;4.60;;;;6;7.25;6.50;9.50;3.60;;;;;
18020868;7.60;3.75;5.25;5.75;;;7;;5.20;;;;;
18020869;7;;;;4.75;6.50;5.75;8.50;4.60;;;;;
18020870;5.60;;;;4.75;8.25;6.75;8.75;3.20;;;;;
18020871;4;;;;4;5.50;5.50;;;;;;;
18020872;6.80;;;;5.25;8;6.75;7.75;4.20;;;;;
18020873;6.80;3.75;4.25;3.75;;;7;;4;;;;;
18020874;5.80;;;;4;6;4.75;7.25;3;;;;;
18020875;6.60;;;;5.25;6.50;7;8;5.80;;;;;
18020876;5;;;;4;5.50;6;;;;;;;
18020877;6.60;;;;4.50;6.75;4;7;4.60;;;;;
18020878;7.60;5;7;6.50;;;5.25;;3.80;;;;;
18020879;6.60;;;;6.50;8.75;6.75;8.75;8;;;;;
18020880;5.80;;;;2.50;5;4.75;7.50;3.60;;;;;
18020881;7.60;;;;5.50;7;7.75;8.75;8.20;;;;;
18020882;4.20;;;;2.50;6.50;6.25;;;;;;;
18020883;4;;;;4;7.50;6.50;;;;;;;
18020884;6.80;;;;6;6.75;8;9.25;6.80;;;;;
18020885;5.40;;;;1.75;6;4.50;;;;;;;
18020886;4.80;;;;3.50;6.25;6.25;7.25;2.40;;;;;
18020887;4.20;;;;3;7.50;7.50;6.50;3.20;;;;;
18020888;6.40;5.50;6.50;5.50;;;8;;3.20;;;;;
18020889;7;;;;7.50;7.50;7.25;10;4.80;;;;;
18020890;6.40;;;;5.25;7.50;4.50;9.25;6;;;;;
18020891;5.20;;;;3.50;4.75;5.25;8;4.80;;;;;
18020892;6.20;;;;3.50;6.50;8.25;8.50;4;;;;;
18020893;5.40;;;;3;6.50;6.75;8;4;;;;;
18020894;5.60;;;;1.75;6.75;5.50;7;5;;;;;
18020895;7.60;4.75;5.25;3;;;4.25;;7.80;;;;;
18020896;8;6.25;7.25;7;;;6;;4.60;;;;;
18020897;6.60;;;;6;4.75;6.75;9.75;3.60;;;;;
18020898;2.60;;;;4.75;6.25;5.75;7.75;2.80;;;;;
18020899;7.40;;;;5.75;7.25;7;7.75;7.60;;;;;
18020900;6.40;;;;3;7.25;6;8;5;;;;;
18020901;8;8.25;7.50;5.25;;;6.50;;6;;;;;
18020902;5.60;;;;5;7.50;8;8.75;4.40;;;;;
18020903;2.80;;;;2.75;4.75;1.50;6.75;3.60;;;;;
18020904;5.60;;;;6;8;5.75;;;;;;;
18020905;6;;;;2.50;4.75;5.25;;;;;;;
18020906;3;;;;3;6.25;5;;;;;;;
18020907;7.40;;;;7.75;7;8;9.50;7.80;;;;;
18020908;8.60;7;7.75;6.75;;;8.50;;7.40;;;;;
18020909;5.60;;;;3.75;7;7.75;8.50;7.40;;;;;
18020910;6;4.50;6;3;;;6.25;;3.40;;;;;
18020911;6;;;;3.25;5.50;6;6;2.20;;;;;
18020912;5;;;;4.25;6.75;6.75;9;4.80;;;;;
18020913;8;6;7.75;5.50;;;6.50;;5.80;;;;;
18020914;6.40;;;;4.25;6.50;6.50;8.25;5.60;;;;;
18020915;2.80;;;;2;4;5.50;6.75;1.40;;;;;
18020916;5.80;;;;9.50;9.75;8.50;9.50;5.40;;;;;
18020917;6.80;;;;1.50;3.75;6.50;7.75;2.40;;;;;
18020918;7.20;;;;4.25;7.25;7.25;6.50;7.40;;;;;
18020919;6.80;;;;4;6.25;7;9;5;;;;;
18020920;7.80;;;;4;6.75;6.25;8.75;5.60;;;;;
18020921;6.60;;;;4;5.50;3.75;6;4.60;;;;;
18020922;7.60;;;;4.75;7.25;5;9;6.20;;;;;
18020923;7.60;5.75;3.75;5.75;;;6.25;;5.40;;;;;
18020924;7.80;6;6.50;5.50;;;6.25;;5.40;;;;;
18020925;5;;;;5.75;6.25;6;8.75;6.20;;;;;
18020926;7.60;;;;5.75;6.50;6.50;8.50;4.20;;;;;
18020927;6.80;;;;2.25;6.50;5.25;6.75;5.60;;;;;
18020928;5.20;;;;2;6;7;9;4.80;;;;;
18020929;6.20;;;;2;5.75;7;7.50;6.20;;;;;
18020930;8.20;4.50;3.75;5.50;;;7.25;;8.20;;;;;
18020931;8.40;8.25;5.25;5.75;;;7.75;;8.40;;;;;
18020932;7;;;;3.75;6.75;6.50;7.50;3.20;;;;;
18020933;7.20;;;;7.50;7.75;7.50;9.75;4;;;;;
18020934;7;;;;5.50;8;7;9.75;7.60;;;;;
18020935;8.40;8;6.75;2.25;;;8;;3.20;;;;;
18020936;5.60;;;;2.75;5.25;7.50;7.50;5.20;;;;;
18020937;6.80;;;;4.50;7;5;7.50;3.80;;;;;
18020938;5.80;;;;3.75;5.50;5;;;;;;;
18020939;6;;;;5.50;7.75;8;9.50;4.20;;;;;
18020940;6.20;;;;2.75;6.25;6.50;6.75;4.40;;;;;
18020941;8;7.50;7.75;4.75;;;7.50;;5.80;;;;;
18020942;6.40;;;;4;6.50;7;6.50;4;;;;;
18020943;6.80;;;;5.75;8;8.50;9.25;7.20;;;;;
18020944;4.80;;;;8;6;7;8;3;;;;;
18020945;7.40;;;;3.25;7.50;8;8.75;4.60;;;;;
18020946;8;;;;7.75;8;8.50;9.50;7.20;;;;;
18020947;7.80;;;;2.75;6.50;7.25;8.25;5.20;;;;;
18020948;7.60;;;;3.50;6.25;4.75;8;6.80;;;;;
18020949;6.20;;;;7.50;7.50;5.25;7.50;6.40;;;;;
18020950;6.80;;;;3.75;6.50;6.25;9.50;5.80;;;;;
18020951;4.20;;;;2.25;6;3.75;;;;;;;
18020952;5.40;;;;5.25;6.50;5.75;;;;;;;
18020953;5.40;;;;6;8.25;7.25;;;;;;;
18020954;6;;;;4.25;7.75;5;8.50;2.80;;;;;
18020955;2.60;;;;1.75;5.25;5.75;5.50;3.20;;;;;
18020956;5.60;;;;5.50;8;7.50;;;;;;;
18020957;7.60;6.75;9;5.25;;;6.75;;5.60;;;;;
18020958;6.80;;;;4.75;6;7.25;8.25;4.40;;;;;
18020959;4;;;;4.75;7.50;2.75;;;;;;;
18020960;4.80;;;;7.25;8;7.25;8.50;8.60;;;;;
18020961;5.80;;;;4.75;7;6.25;9.25;5.20;;;;;
18020962;7.80;;;;7;7.25;7.25;8.25;6;;;;;
18020963;6.80;;;;5.25;5.50;5.25;9;3.40;;;;;
18020964;7.20;;;;2.25;6.75;5.25;8.75;5.80;;;;;
18020965;7.60;;;;6;7.25;8.50;9.75;9.40;;;;;
18020966;6.40;;;;6.75;7;6.50;9.25;4.80;;;;;
18020967;6.40;;;;4;7.25;4.50;7;2.60;;;;;
18020968;4.60;;;;3.25;6.75;5.25;7;6.60;;;;;
18020969;6.80;;;;5.75;7.25;7.25;9.75;4;;;;;
18020970;6;;;;2;6.25;6.75;9.25;2.60;;;;;
18020971;4.80;;;;2.25;5.50;5;5.50;3.20;;;;;
18020972;3.40;;;;5.75;5;4.25;;;;;;;
18020973;7.40;;;;7.25;8;8.25;9.50;8.60;;;;;
18020974;5;;;;6;7.25;7.75;9.75;7.40;;;;;
18020975;4.80;;;;3;5;4.50;6.75;2.60;;;;;
18020976;4;;;;2.50;5.50;3;;;;;;;
18020977;6.20;4.50;5.75;4;;;6;;4;;;;;
18020978;5.40;;;;5.50;6.75;7.25;8.50;4.80;;;;;
18020979;7.80;7.75;8.75;5.25;;;8;;5;;;;;
18020980;6.60;;;;5.50;7.50;7.50;7.75;4;;;;;
18020981;4.40;;;;4.75;5;7;7;3;;;;;
18020982;5.80;;;;2.50;6.25;6.75;7.50;4.20;;;;;
18020983;6.80;;;;6.50;6.50;8;8.50;5.80;;;;;
18020984;7.80;6;6.50;5;;;7;;3.40;;;;;
18020985;5.40;;;;3.75;6.50;5.50;7.25;2.40;;;;;
18020986;4.40;;;;3.50;6.50;5.75;6.75;4.40;;;;;
18020987;7;;;;5;8;7.50;10;6.20;;;;;
18020988;4;;;;3.50;4.50;5.75;6.25;2.60;;;;;
18020989;4.60;;;;3;7;5.75;;;;;;;
18020990;5.20;;;;2.25;6.50;5.75;7.50;5;;;;;
18020991;6.40;;;;5.75;6.75;7.50;9.25;6;;;;;
18020992;6.60;;;;3.75;8.75;5.50;7.75;4.20;;;;;
18020993;7.80;;;;4.50;8.25;7.25;8.75;8.80;;;;;
18020994;7.20;5;4.75;3.75;;;6.50;;8.40;;;;;
18020995;6.20;;;;3.75;6.75;6.50;8.75;4;;;;;
18020996;6.40;5.75;5.25;5.75;;;5;;4;;;;;
18020997;5.40;;;;5;7.25;6.75;6;4.80;;;;;
18020998;7.40;;;;4.50;7.75;6.75;8.50;2.80;;;;;
18020999;7.80;;;;5.50;8;6.25;9;3.40;;;;;
18021000;6.40;;;;5;7.25;6;7.50;5.20;;;;;
18021001;6.60;;;;5.25;6.75;7.50;9.75;8;;;;;
18021002;8;;;;5.50;6.50;8;9.75;8.40;;;;;
18021003;6;;;;4.75;6.25;7;8.75;5.20;;;;;
18021004;5.60;;;;3.25;6.50;3.75;;;;;;;
18021005;7.80;;;;6.25;6;7.75;9;9.20;;;;;
18021006;3.20;;;;3.50;4;4.25;;;;;;;
18021007;7;;;;5.75;6.50;7;9.25;5.80;;;;;
18021008;8;6;7.75;5;;;7.75;;6.60;;;;;
18021009;7.80;;;;5.75;7.50;8;9.75;8.60;;;;;
18021010;5.80;;;;2.75;7.50;4.25;;;;;;;
18021011;5.80;;;;5.75;5.75;7;7;5.20;;;;;
18021012;8.40;5.75;8;5.50;;;8.50;;9.20;;;;;
18021013;4.40;;;;3.75;5.25;7;7;2.40;;;;;
22000069;7.40;6.75;8.25;7.25;;;4.25;;6.80;;;;;
22000170;8.40;7;7.75;9;;;8;;7;;;;;
22000249;6.60;6.75;3.75;5.50;;;6.75;;5.80;;;;;
22000281;9.60;9;9.25;6;;;7.25;;7.20;;;;;
22000289;7.80;;;;8;8.25;7.75;9;8.80;;;;;
22000304;6;;;;9;9.75;7;7.50;5.20;;;;;
22000409;2.80;;;;;;2.75;;;;;;;
22000415;;4.25;4.75;2.75;;;;;3;;;;;
22000463;2;;;;;;2.50;;;;;;;
22000532;2.20;;;;2.50;4.50;6.75;3.75;2.60;;;;;
22000745;6.60;2.75;1.50;2.25;;;6;;2;;;;;
22000936;4.80;;;;2.25;4.75;3.25;;;;;;;
22000967;6.80;;;;3.50;6;2.25;;;;;;;
22000974;2.60;;;;5.25;6.75;4.75;;2.60;;;;;
22001014;3.40;;;;3.75;6.75;3.75;;;;;;;
22001045;3.40;;;;3;7;4.25;;;;;;;
22001051;5.60;;;;4.50;6;5.75;;;;;;;
22001054;2.80;;;;;3;;3;2.60;;;;;
22001087;2;;;;2.50;6.25;4;;;;;;;
22001211;2.40;;;;1;;2.50;5.75;;;;;;
22001551;3.40;;;;4.75;7.25;4.75;;;;;;;
22001580;9.40;;;;;;8.50;;9.80;;;;;
22001581;9.40;7.25;8.75;7.75;;;7.75;;9.60;;;;;
22001582;9;;;;8.75;8.75;8.25;9;9.20;;;;;
22001583;7.40;6;7.25;5.25;;;7.25;;7.60;;;;;
22001600;4.20;;;;6.25;7;7.25;;;;;;;
22001609;9.20;7.75;7;5.25;;;6;;6.80;;;;;
22001614;5.20;;;;6.75;7;5.50;;;;;;;
22001627;7.40;7;7.50;;;;;;;;;;;
22001628;6.80;;;;9.50;8.25;6.25;9.25;8.60;;;;;
22001630;9.40;8;8.25;3.25;;;7.25;;7.20;;;;;
22001641;8.80;7.75;7.25;3.50;;;6.50;;5.20;;;;;
22001642;7.40;;;;8.25;7.75;6.25;7.50;6.60;;;;;
22001645;7.80;;;;5.50;5.75;6.50;;;;;;;
22001651;8.20;;;;5.75;7.25;6.25;6.50;8.80;;;;;
22001656;8.40;;7.25;;;;;;6.80;;;;;
22001658;8.80;7.25;7.25;6;;;6.50;;6.60;;;;;
22001660;1.60;;;;6.50;6.75;3.75;;;;;;;
22001668;5;;;;5.75;7;5.50;;;;;;;
22001670;9.20;;;;8.50;8.75;8;9.25;10;;;;;
22001674;8.60;8.25;7.50;5.50;;;5.75;;5.20;;;;;
22001678;9;;;;7.75;8.25;8.50;9.25;9.20;;;;;
22001696;2.40;;;;4.50;4;5;;;;;;;
22001698;9;9.25;8;5.50;;;7;;5.60;;;;;
22001699;3.20;;;;6.25;6.75;6.50;;;;;;;
22001700;7.20;;;;5;6.25;8.25;8.25;3.20;;;;;
22001706;7.20;;;;5.25;5.25;4.50;;;;;;;
22001710;8.80;;;;;;;;;;;;;
22001715;9;4.75;8.25;8.75;;;7.50;;4.80;;;;;
22001721;8.40;;;;8.50;8.25;8;9.75;7.20;;;;;
22001726;3.80;;;;8;8;4.75;;;;;;;
22001727;7;;;;6.25;8.50;4.75;9;7.60;;;;;
22001740;5.80;;;;7;8;7.25;8.25;5.80;;;;;
22001742;9.20;8;8.25;5;;;6.50;;4.60;;;;;
22001744;8.60;;;;9.75;9;8.25;7;3.80;;;;;
22001750;9.80;;;;8;8.25;7.75;9.50;9.80;;;;;
22001753;8.60;;;;6;7.25;8;7.75;6.40;;;;;
22001767;9;7;7.75;8.50;;;8;;6.20;;;;;
22001768;8.40;7;7;;;;;;;;;;;
22001772;2.40;;;;1.75;1.75;4.25;;;;;;;
22001774;9.60;8;7.25;6.50;;;6;;7.40;;;;;
22001782;8;7.25;7;4.50;;;5;;5.60;;;;;
22001794;8.60;6.75;8.25;5;;;4.25;;4.80;;;;;
22001799;5;;;;5.25;6.50;7.75;7.75;4.40;;;;;
22001811;5.40;3.25;3.50;4.25;;;5.75;;2.20;;;;;
22001813;3.40;;;;5.50;7.50;5.25;;;;;;;
22001818;6.60;;;;4.75;7.50;8;8.50;6.20;;;;;
22001822;7.80;;;;5.75;7;7.50;8.25;7.80;;;;;
22001833;8.40;7.50;3.75;3.75;;;5.50;;9;;;;;
22001876;9;4;7.75;4.50;;;6.50;;8.60;;;;;
22001878;2;;;;3.50;3.25;3.25;;;;;;;
22001883;9.80;8.50;8.25;5.75;;;5.75;;7.60;;;;;
22001884;8.80;;7.50;7;;;;;;;;;;
22001890;3.40;;;;3;5.25;3.25;;;;;;;
22001892;5.20;;;;3.50;6.25;5.25;;;;;;;
22001913;4;;;;4.25;7.75;7.75;6.75;4.20;;;;;
22001918;2;;;;2.75;5;5.50;;;;;;;
22001919;3.20;;;;4.50;6.25;7.75;;;;;;;
22001924;9.20;8.50;8.50;0;;;;;;;;;;
22001927;8.20;7.50;5.25;3.25;;;6.75;;2.80;;;;;
22001934;7.20;;;;5.50;5.50;6.50;7.50;4;;;;;
22001950;4.40;;;;9;7.50;7.75;;;;;;;
22001955;7.40;;;;6.50;7.50;7.75;6.50;5;;;;;
22001961;2.80;;;;2.75;7.50;7.75;;;;;;;
22001963;8.40;7.25;8;4.25;;;6.25;;2.80;;;;;
22001964;3;;;;2;5.25;5.75;;;;;;;
22001970;5.40;;;;7;8.25;6;;;;;;;
22001972;8.40;;;;6;6.75;6.50;8.50;3.80;;;;;
22001974;8.60;8.25;7.75;6.75;;;8;;9;;;;;
22001975;8;;;;4.25;7;8;8;6;;;;;
22001982;8.60;5.50;7;5.75;;;6.75;;4.20;;;;;
22001985;8;8.25;8;6.50;;;6.25;;5.40;;;;;
22001987;4.20;;;;3.50;5.25;6.75;;;;;;;
22001990;3.20;;;;5.25;7.50;6.25;;;;;;;
22001998;7.60;;;;4.50;7.75;8.50;9;5.40;;;;;
22002004;8.40;;;;2.50;8;8;7.50;9;;;;;
22002005;3;;;;3.50;5.75;7.50;7.75;3.40;;;;;
22002009;3.40;;;;5;8;5.75;;;;;;;
22002031;8;;;;6;8.25;8;8.25;9.40;;;;;
22002041;1.40;;;;4;6.50;3;6.25;3.80;;;;;
22002057;7.60;;;;7.50;8;6.75;8.75;4.80;;;;;
22002062;4.40;;;;4.25;7;5.75;;;;;;;
22002066;8.80;8.25;8;7;;;7.75;;4.40;;;;;
22002078;9.40;9;8.25;4.75;;;7;;6.20;;;;;
22002079;6.40;;;;10;8.75;8.25;9;9.60;;;;;
22002087;9.20;8;8.25;7.75;;;6.25;;8.40;;;;;
22002094;6.80;;;;9.50;8.50;8.50;9;5;;;;;
22002098;7;;;;4;6;8.25;7.25;4.80;;;;;
22002100;8;;;;7;8.75;8.25;8;6.20;;;;;
22002101;7.80;5.75;7;2.50;;;8.50;;4.20;;;;;
22002102;6.40;;;;7.25;7.25;6.25;8;3.40;;;;;
22002106;9;8;8.25;7;;;8.50;;6.60;;;;;
22002146;5.60;;;;7.25;7.50;4.25;9.25;3.60;;;;;
22002147;8;;;;6;5.50;6.50;7.75;5.60;;;;;
22002148;5.60;;;;4.25;4.75;4;;;;;;;
22002167;2.40;;;;3.50;6.75;4.75;;;;;;;
22002200;8.20;;;;6;7.75;8.25;9.50;9.20;;;;;
22002208;4.40;;;;6.50;7.25;8;8.75;2.20;;;;;
22002215;3.80;;;;2.50;3;3.50;;;;;;;
22002222;6.60;4.25;6.75;7;;;7.50;;4.60;;;;;
22002357;6.80;;;;5;7.75;7;7.75;5;;;;;
22002361;8.20;7.25;5.50;4.75;;;6;;4.20;;;;;
22002474;4.80;;;;7.50;8.25;8;8.50;3.60;;;;;
22002509;6.60;;;;3.50;6;7.75;7.75;2.60;;;;;
22002526;6;;;;4.25;6;6.25;8.50;1.20;;;;;
22002606;5.80;;;;5.25;5.50;5.75;8.75;4.20;;;;;
22002674;9;9.25;7.75;3.50;;;5.50;;2.40;;;;;
22002701;7;;;;6.75;7.75;6.25;8.75;2.60;;;;;
22002702;6;;;;6.50;5.50;6.50;9.50;3;;;;;
22002710;6.60;;;;5.75;7.75;8;9.25;5.20;;;;;
22002720;8;;;;4.75;7.25;5.25;7.75;4.20;;;;;
22002735;8.80;7.75;7.25;4.25;;;5.25;;4.40;;;;;
22002741;6;;;;3.50;6.25;5.75;8.50;6.20;;;;;
22002749;2.40;;;;2.75;5.50;4;8.50;3.80;;;;;
22002750;9.60;9.50;8.25;4;;;4.75;;7.80;;;;;
22002761;3.40;;;;2.75;6.25;4.50;7;2.40;;;;;
22002769;6.60;;;;3.25;6.25;3.75;6;1.80;;;;;
22002775;7.40;;;;5;5.50;8.25;8.75;3.20;;;;;
22002779;9;;;;4.25;6;8.50;7.75;4.20;;;;;
22002783;8.20;;;;7.25;7.50;5.25;9.25;6.60;;;;;
22002806;8.80;8.75;8;3.50;;;6;;2.60;;;;;
22002809;2;;;;2.50;5.50;3;6;2.20;;;;;
22002817;3.40;;;;5;5.75;6.25;7.25;2.40;;;;;
22002986;2;;;;2.75;3;2.25;;;;;;;
22003184;6.40;;;;4.75;8;8;8.25;5.40;;;;;
22003533;6.60;;;;2.25;5.75;3.50;7.75;2.20;;;;;
22003536;7.80;;;;5.25;6.75;7;7.75;4;;;;;
22003578;2.80;;;;3;4;4;6.50;1.60;;;;;
22003657;5.60;;;;4.25;7.25;5.75;9;1.60;;;;;
22003686;4.60;;;;8;7.75;6;9.50;2.40;;;;;
22003692;5.80;;;;4;6.75;6.25;8.75;3.20;;;;;
22003726;7.40;;;;4.50;6.75;7.25;9.25;8;;;;;
22003765;4.80;;;;2.75;5.25;4;7.50;3.60;;;;;
22003791;8.60;;;;3.75;7.25;4.75;10;5.40;;;;;
22003799;7.80;;;;9.50;9.25;8.75;9.50;9.60;;;;;
22003831;7.80;;;;4;6;7;8.75;6.60;;;;;
22003839;6;;;;4.75;7.25;5.25;8.25;4.60;;;;;
22003842;8.40;3.25;8.50;8.25;;;6.25;;2.20;;;;;
22003862;7.60;;;;4.25;6.25;7.50;9;4.60;;;;;
22003877;4;;;;5.75;7;4.50;7.50;1.80;;;;;
22003878;8.80;;;;5;6.50;8.50;7;8.80;;;;;
22003887;8.40;7.25;7.50;4.75;;;4;;3.60;;;;;
22003915;8.80;;;;4.50;7.25;8.25;8.75;9.60;;;;;
22003960;6.60;;;;5;7.50;6.75;8.50;4;;;;;
22003977;7.80;3.25;7.25;7.25;;;4.50;;7.20;;;;;
22004025;7;5.25;5.50;4.50;;;6.50;;5.20;;;;;
22004034;6.80;7.50;6.50;6;;;6.50;;3.60;;;;;
22004054;7.40;;;;6.75;8.50;7.50;8.50;3.80;;;;;
22004070;6.80;;;;3;6;6.75;7.50;4.60;;;;;
22004092;7;;;;3;6;6.75;8.25;4.40;;;;;
22004098;6.80;;;;5.50;6.50;7;8.50;3;;;;;
22004131;7.80;3.75;6.75;7.25;;;4.50;;4.20;;;;;
22004134;7.40;;;;7;7.25;7.50;9;5.20;;;;;
22004142;7.20;;;;6;7;8;8.50;8.40;;;;;
22004211;7.80;;;;7.50;7;6.75;9.75;4.60;;;;;
22004227;8.40;8.50;8;;;;;;;;;;;
22004232;7;;;;4.25;6.75;5.50;8.75;4;;;;;
22004247;6.80;4.75;5.75;4;;;5.50;;2.60;;;;;
22004249;8.60;;;;4.75;8;8.75;8.75;9.60;;;;;
22004251;8;;;;8.75;8;6;9;4.40;;;;;
22004255;7.40;7;6.75;3.50;;;5.50;;2.60;;;;;
22004267;8.40;8;7;6;;;6.75;;4;;;;;
22004271;6.80;;;;6;7.50;4.75;9.25;2.40;;;;;
22004273;8;7.75;6.50;6.75;;;9;;8.20;;;;;
22004275;6.40;;;;4.25;7;6.75;7.75;3.80;;;;;
22004279;8;;;;5.25;8;7.50;9.50;6.20;;;;;
